RK,Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,Unnamed: 17,Unnamed: 18,2005,Drafted?,Draft Pick,Draft Year
183,Tyrone Riley,F,31,34.6,15.8,5.3,12.5,42.3,2.1,5.4,39.3,3.1,3.8,81.2,8.7,1.3,,,,,,
184,Greg Jenkins,F-C,30,29.7,15.7,5.8,10.3,55.8,0.0,0.0,0.0,4.2,6.6,63.3,6.3,1.0,,,,,,
185,Lamar Butler,G,29,31.6,15.7,5.2,11.4,45.5,3.0,7.0,43.1,2.3,3.1,73.6,2.4,2.4,,,,,,
186,Ryan Moore,G-F,28,32.9,15.7,6.0,12.7,47.3,1.4,3.7,37.5,2.3,3.1,75.6,4.5,1.8,,,,,,
187,Kevin Hamilton,G,32,34.4,15.7,5.1,12.8,39.7,2.6,7.2,35.5,3.0,4.1,72.7,5.7,2.8,,,,,,
188,Tamien Trent,G,33,34.7,15.7,5.5,12.1,45.0,1.7,4.8,35.0,3.1,4.1,74.3,3.9,5.5,,,,,,
189,Francisco Garcia,F,38,31.9,15.7,4.9,11.3,43.7,1.9,5.1,36.6,3.9,4.5,87.7,4.2,3.9,,,,,,
190,Rashad Bell,F,29,32.1,15.6,5.7,10.6,53.6,0.0,0.1,0.0,4.3,6.2,69.8,5.8,0.8,,,,,,
191,Tory Cavalieri,G,28,36.3,15.6,5.1,11.4,45.0,2.7,6.5,42.0,2.6,3.4,77.7,3.6,4.8,,,,,,
191,Will Emerson,F,28,31.7,15.6,6.1,12.1,50.3,0.5,2.1,25.4,2.9,4.2,69.5,7.5,2.0,,,,,,
193,Shelden Williams,F,33,33.6,15.5,5.8,9.9,58.2,0.0,0.0,0.0,4.0,6.0,66.2,11.2,0.9,Yes,5.0,2006.0,,,
194,Scott Hazelton,F,28,29.2,15.5,5.1,12.9,39.9,0.7,2.7,25.0,4.6,5.8,79.0,7.0,1.7,,,,,,
195,Randy Foye,G,32,32.1,15.5,5.6,13.4,42.1,1.6,4.8,34.0,2.7,3.5,75.2,5.0,3.1,Yes,7.0,2006.0,,,
195,Jarrett Jack,G,32,34.1,15.5,5.1,10.0,51.4,1.4,3.3,44.2,3.8,4.4,86.6,4.8,4.5,Yes,22.0,2005.0,Yes,22.0,2005.0
197,Reggie Williams,F,27,35.1,15.5,5.7,13.2,43.1,1.2,4.4,28.0,2.9,3.6,79.6,4.7,2.5,,,,,,
198,Sergio Sanchez,G,18,33.7,15.5,4.6,12.1,37.8,2.9,7.6,38.2,3.5,4.1,85.1,2.3,3.5,,,,,,
199,Turner Battle,G,33,35.2,15.5,5.5,11.7,46.5,1.4,3.8,36.2,3.2,4.8,66.5,4.6,4.4,,,,,,
199,Donell Taylor,G,33,27.5,15.5,5.4,10.6,50.6,1.4,3.6,39.5,3.3,4.2,78.6,4.4,3.0,,,,,,
201,Ian Boylan,G-F,31,33.0,15.5,4.9,11.2,44.0,1.6,4.5,35.3,4.0,5.1,78.6,4.6,3.5,,,,,,
202,Raymond Anthony,G,29,34.4,15.5,4.3,10.9,39.7,2.8,7.6,37.0,4.1,4.9,83.1,3.1,4.3,,,,,,
203,Joe McCray,G,28,29.7,15.5,5.1,12.8,39.8,2.9,8.0,35.6,2.4,3.3,72.0,5.0,1.3,,,,,,
204,Brian Bender,F,30,34.7,15.4,5.0,12.3,41.0,1.8,5.3,34.4,3.5,4.3,81.5,6.6,1.9,,,,,,
205,Jared Newson,F,27,31.9,15.4,5.0,11.8,42.3,0.2,1.0,18.5,5.2,7.0,74.2,6.8,0.7,,,,,,
206,Danny Horace,F,30,35.1,15.4,4.7,10.3,45.5,0.9,2.5,34.7,5.1,6.3,81.9,9.5,1.3,,,,,,
207,Rashaun Freeman,C,28,31.3,15.4,5.8,10.8,53.8,0.0,0.0,0.0,3.8,5.9,64.8,7.8,1.0,,,,,,
207,Matthew Knight,F-C,28,28.9,15.4,6.1,11.9,51.2,0.0,0.1,25.0,3.1,4.3,73.9,5.9,0.8,,,,,,
209,Doron Perkins,G,31,30.4,15.4,5.0,12.5,40.1,1.6,5.3,31.3,3.7,5.7,64.4,6.0,3.4,,,,,,
209,Michael Jefferson,G,31,33.2,15.4,5.4,15.3,35.4,1.6,5.5,29.1,2.9,4.1,71.7,4.6,2.8,,,,,,
211,Jermaine Blackburn,G-F,34,32.8,15.4,5.8,13.4,43.1,1.2,3.7,33.6,2.6,3.7,69.6,4.5,2.8,,,,,,
212,Tony Tate,G,29,33.1,15.4,4.8,13.2,36.6,1.7,5.5,31.4,4.0,5.1,78.9,3.4,4.2,,,,,,
213,Darius Washington Jr,G,38,35.1,15.4,5.1,11.1,46.0,1.2,3.1,39.5,4.0,5.4,73.3,3.6,3.8,,,,,,
214,Obie Trotter,G,32,33.9,15.3,5.3,12.4,42.6,2.3,5.6,40.0,2.5,3.7,68.1,4.8,4.8,,,,,,
215,Jakob Sigurdarson,G,30,33.4,15.3,4.3,10.5,41.1,1.6,4.4,36.4,5.1,6.2,82.4,3.4,2.4,,,,,,
215,Jason Maxiell,F,33,31.4,15.3,5.0,9.2,54.3,0.1,0.2,40.0,5.3,8.3,64.5,7.7,0.8,Yes,26.0,2005.0,Yes,26.0,2005.0
215,David Schroeder,G,3,34.7,15.3,6.0,12.0,50.0,2.7,6.0,44.4,0.7,1.3,50.0,6.3,2.7,,,,,,
218,Curtis Sumpter,F,29,32.1,15.3,5.1,10.9,46.7,1.3,3.1,43.3,3.8,4.7,81.0,7.2,1.0,,,,,,
219,Daniel Ewing,G,33,34.5,15.3,5.5,12.8,42.7,2.1,6.0,34.7,2.2,3.2,69.2,3.2,4.0,Yes,32.0,2005.0,Yes,32.0,2005.0
220,Eulis Baez,F,28,33.5,15.3,5.5,9.8,56.4,0.3,0.5,50.0,4.0,6.0,65.7,7.6,2.9,,,,,,
221,Jarrius Jackson,G,33,34.1,15.3,5.4,11.5,47.0,1.3,2.9,45.8,3.1,3.8,80.3,3.4,3.5,,,,,,
222,Emanuel Dildy,G,28,30.9,15.3,4.8,11.6,40.9,2.9,7.3,39.0,2.9,3.5,83.5,2.6,3.5,,,,,,
222,Chris Paul,G,32,33.4,15.3,4.5,9.9,45.1,1.4,3.0,47.4,4.9,5.8,83.4,4.5,6.6,Yes,4.0,2005.0,Yes,4.0,2005.0
222,Andre Ingram,G,28,34.9,15.3,5.4,13.1,41.0,2.1,5.8,36.8,2.4,3.2,74.4,4.3,2.1,,,,,,
225,Eddie Basden,F,29,36.2,15.2,5.3,11.0,48.7,0.8,2.0,38.6,3.8,5.2,72.4,8.4,3.7,,,,,,
225,Anthony Davis,G,29,35.6,15.2,5.7,13.9,40.7,1.1,3.8,28.4,2.9,3.8,75.5,5.2,2.8,Yes,1.0,2012.0,,,
227,Chris Hernandez,G,30,34.7,15.2,4.5,10.5,43.0,2.2,5.4,40.4,4.0,4.9,81.1,2.1,4.0,,,,,,
227,Pooh Jeter,G,30,33.5,15.2,4.9,11.6,42.4,1.8,5.1,36.2,3.6,4.2,85.7,2.9,3.3,,,,,,
229,Alando Tucker,F,31,31.7,15.2,5.2,10.8,48.5,0.7,2.4,31.5,4.0,5.9,68.3,6.1,1.7,Yes,29.0,2007.0,,,
230,Quan Prowell,F,14,26.2,15.2,5.5,10.1,54.2,1.8,4.4,40.3,2.4,3.6,68.0,5.6,0.7,,,,,,
230,Fowzi Abdelsamad,G,28,34.0,15.2,4.9,11.9,41.3,3.0,7.7,38.4,2.4,3.1,77.9,2.7,0.9,,,,,,
232,Dashaun Wood,G,30,37.5,15.2,5.4,11.3,48.2,0.8,2.2,37.3,3.5,5.1,68.2,5.1,3.7,,,,,,
233,Levi Stukes,G,23,33.5,15.2,5.2,14.0,37.1,2.0,6.7,30.5,2.8,4.0,68.8,3.5,1.2,,,,,,
233,Kamarr Davis,F,23,29.8,15.2,5.6,10.6,53.1,0.3,0.8,36.8,3.7,5.0,72.4,6.1,1.2,,,,,,
235,Dewitt Doss,G,29,36.2,15.2,5.2,12.7,40.8,1.8,5.1,34.9,3.0,4.0,76.5,2.8,2.0,,,,,,
236,Larry O'Bannon,G-F,38,29.3,15.2,4.7,9.6,49.0,2.2,5.3,42.5,3.5,4.1,84.7,3.5,2.0,,,,,,
237,Keith Triplett,G,29,32.4,15.1,5.0,11.6,42.7,1.0,3.6,27.6,4.2,5.1,83.0,3.9,3.1,,,,,,
237,Quincy Douby,G,29,34.3,15.1,5.4,13.9,39.2,2.3,6.7,33.8,2.0,2.6,75.0,2.4,3.4,Yes,19.0,2006.0,,,
239,Jasper Johnson,C,17,25.1,15.1,5.6,9.6,57.9,0.1,0.4,33.3,3.8,4.4,86.7,7.4,0.9,,,,,,
240,Brandon Bowman,F,32,33.3,15.1,5.4,10.7,50.1,1.7,4.6,36.5,2.7,3.7,71.4,6.1,2.2,,,,,,
241,Brice Vounang,F-C,29,31.1,15.1,6.0,11.6,51.3,0.0,0.0,0.0,3.1,4.4,70.5,7.5,1.3,,,,,,
242,Antoine Agudio,G,30,34.8,15.1,5.3,12.5,42.7,2.7,6.5,42.3,1.7,2.5,65.8,3.2,2.4,,,,,,
243,Travis Niesen,F,31,25.9,15.1,5.2,10.9,47.9,0.0,0.1,33.3,4.6,5.6,81.6,4.5,0.9,,,,,,
244,Whit Holcomb-Faye,G,19,33.8,15.1,4.8,12.3,39.3,1.7,4.3,39.5,3.7,4.6,80.5,3.3,3.6,,,,,,
245,Mike Cook,G-F,28,33.0,15.0,5.6,15.1,37.0,1.1,3.4,31.6,2.8,3.8,72.6,4.0,3.0,,,,,,
246,Ronnie Burrell,F,30,32.7,15.0,5.3,10.5,50.5,0.1,0.7,20.0,4.3,5.3,80.6,7.5,1.9,,,,,,
247,Mychal Green,G,31,33.7,15.0,5.0,11.5,43.7,2.2,6.0,37.3,2.8,3.8,74.4,3.7,1.6,,,,,,
248,Darren Brooks,G,35,33.2,15.0,5.9,12.9,45.6,1.1,2.7,39.4,2.2,2.8,79.4,5.2,4.3,,,,,,
249,Chevon Troutman,F,29,30.8,15.0,5.2,9.2,56.6,0.2,0.6,37.5,4.3,6.1,71.2,8.0,1.5,,,,,,
250,Jameel Pugh,G-F,25,28.2,15.0,5.2,13.2,39.1,2.4,6.2,37.8,2.3,3.4,66.3,4.4,1.0,,,,,,
251,David Moss,G,31,35.8,14.9,5.0,11.8,42.1,0.8,2.6,32.5,4.2,5.2,80.1,6.5,3.5,,,,,,
252,Tony Mitchell,G,28,33.1,14.9,4.6,12.1,38.2,2.9,7.7,38.0,2.7,3.2,84.4,3.0,2.2,Yes,37.0,2013.0,,,
253,Michael Haddix,C,12,29.7,14.9,5.6,12.7,44.1,0.0,0.0,0.0,3.8,6.3,59.2,6.4,0.6,,,,,,
254,Sharrod Ford,F,32,28.8,14.9,5.8,11.3,51.2,0.0,0.1,0.0,3.3,5.7,58.5,8.2,1.1,,,,,,
255,Michael Doles,F,30,28.9,14.9,5.2,11.1,46.8,1.5,4.0,37.2,3.0,4.0,75.0,3.9,2.0,,,,,,
255,Antonio Webb,G,30,33.2,14.9,5.2,12.6,40.9,2.6,6.6,38.7,2.0,2.4,83.3,2.9,3.0,,,,,,
257,Aaron Cook,G,28,35.2,14.9,5.3,14.1,37.1,2.3,7.1,32.0,2.1,2.6,79.7,4.5,2.0,,,,,,
257,Ray Barbosa,G,28,35.7,14.9,5.1,13.0,39.6,2.4,6.4,36.7,2.3,2.9,78.8,2.8,1.3,,,,,,
259,Anthony Dill,F,27,28.5,14.9,5.7,10.3,55.2,0.0,0.0,100.0,3.4,5.0,68.9,6.8,1.2,,,,,,
260,Courtney Lee,G,31,33.2,14.9,5.7,12.6,45.0,1.8,4.6,39.9,1.7,2.3,72.2,5.2,2.0,Yes,22.0,2008.0,,,
261,Marcus Brown,F,29,34.1,14.9,5.5,12.0,45.7,2.2,4.7,46.7,1.7,2.3,74.6,5.1,1.1,,,,,,
261,Delvin Thompson,G,29,30.2,14.9,5.1,12.0,42.5,1.6,5.0,31.0,3.1,4.8,64.3,3.1,1.4,,,,,,
263,Chris Oliver,F,28,31.6,14.9,5.7,10.5,54.3,0.5,1.6,30.4,3.0,4.4,68.3,7.0,1.0,,,,,,
264,Bryant Dunston,F,40,33.2,14.8,5.3,10.4,51.1,0.2,0.4,40.0,4.0,5.8,68.2,8.3,1.5,,,,,,
265,Kyle Bailey,G,31,34.3,14.8,5.0,13.4,37.2,2.0,6.4,31.3,2.8,3.7,77.2,4.7,4.2,,,,,,
266,Lucious Jordan,G,28,36.3,14.8,5.0,12.3,40.8,1.7,4.6,37.5,3.0,4.6,66.4,4.9,2.3,,,,,,
267,Thurman Zimmerman,G-F,31,29.0,14.7,4.7,9.5,49.3,0.3,1.1,27.3,5.0,6.7,75.0,7.2,2.1,,,,,,
268,Aaron Brooks,G,27,33.1,14.7,4.7,10.9,42.9,1.9,5.2,37.1,3.5,4.1,85.5,3.3,4.6,Yes,26.0,2007.0,,,
268,Willie Depron,G,27,33.7,14.7,5.3,13.3,40.2,1.4,4.4,32.8,2.6,3.8,68.9,5.6,5.1,,,,,,
270,Bobby Dixon,G,30,30.0,14.7,4.8,11.5,42.2,3.0,7.6,39.9,2.0,2.9,69.0,3.9,4.1,,,,,,
271,Greg Brunner,F,33,31.8,14.7,5.3,10.4,51.2,0.5,1.5,35.4,3.6,5.2,69.0,8.3,1.9,,,,,,
272,Jaycee Carroll,G,32,30.4,14.7,5.4,10.3,52.3,2.5,5.2,47.6,1.4,1.9,73.8,4.3,1.5,,,,,,
273,Kelenna Azubuike,G-F,34,29.1,14.7,5.4,11.0,48.8,1.4,3.9,35.6,2.5,3.5,72.9,4.7,1.5,,,,,,
274,Maurice Hampton,G,32,33.9,14.7,5.0,10.7,46.5,2.6,6.2,41.4,2.2,2.8,78.4,3.8,2.2,,,,,,
274,Lanny Smith,G,32,33.0,14.7,4.8,12.2,39.2,2.5,6.2,40.2,2.6,3.7,70.3,2.4,4.2,,,,,,
276,Jacob Skogen,G,23,28.8,14.7,5.2,12.0,43.3,2.3,5.7,39.4,2.0,2.9,68.2,3.0,1.5,,,,,,
277,Will McClurkin,C,24,33.6,14.6,5.7,11.4,50.0,0.5,1.5,37.1,2.7,4.0,66.7,7.6,0.9,,,,,,
278,David Berghoefer,C,29,27.9,14.6,6.0,11.9,50.6,0.0,0.1,0.0,2.6,5.3,47.7,8.0,1.2,,,,,,
279,Taj Gray,F,33,27.7,14.6,5.5,9.9,55.7,0.0,0.0,0.0,3.5,5.5,64.6,8.2,1.5,,,,,,
280,Carlton Aaron,C,28,25.5,14.6,5.9,10.1,58.5,0.0,0.0,0.0,2.7,5.6,48.7,9.7,0.5,,,,,,
280,Matt Walsh,F,28,29.9,14.6,4.5,9.9,45.3,2.5,5.8,42.6,3.1,3.8,82.1,3.6,3.0,,,,,,
282,Ricky Hickman,G,30,31.6,14.5,4.5,10.7,41.7,1.4,4.7,29.1,4.2,6.2,67.9,3.2,2.9,,,,,,
283,Walker Russell Jr,G,29,36.7,14.5,4.3,10.1,43.2,0.7,2.0,32.8,5.2,6.2,83.8,3.4,7.3,,,,,,
284,Sean Banks,F,16,29.6,14.5,4.2,12.1,34.7,1.4,4.4,32.9,4.7,6.1,76.5,5.8,1.9,,,,,,
285,Jack Leasure,G,29,29.9,14.5,5.0,10.9,46.1,2.9,6.9,42.5,1.5,1.8,81.1,2.0,2.0,,,,,,
285,Chris Alexander,G,29,33.4,14.5,4.8,13.0,36.7,1.7,5.0,32.9,3.3,4.1,81.4,3.4,2.9,,,,,,
287,Trey Pearson,G,27,32.3,14.5,5.1,11.4,44.7,2.4,5.9,41.8,1.8,2.4,75.4,3.5,3.7,,,,,,
288,Keith Langford,G,28,31.0,14.4,5.2,11.1,46.5,1.1,3.1,35.2,3.0,4.9,60.1,4.0,2.8,,,,,,
289,E.J. Gordon,G-F,27,32.2,14.4,5.0,12.7,39.1,0.1,1.0,15.4,4.3,5.8,74.5,6.9,2.4,,,,,,
290,Taquan Dean,G,37,27.1,14.4,4.7,10.5,44.5,3.3,7.4,44.7,1.8,2.2,81.3,4.0,2.4,,,,,,
291,Stefan Blaszczynski,G,25,29.6,14.4,4.8,11.5,41.7,1.4,4.0,36.4,3.4,4.8,70.6,5.0,1.8,,,,,,
292,Mike Dean,G,28,30.9,14.4,4.2,11.7,35.8,1.9,5.7,33.3,4.1,5.3,77.9,3.0,2.0,,,,,,
293,Phil Goss,G,29,33.2,14.4,4.7,11.0,42.3,2.8,7.4,37.9,2.3,2.8,81.5,3.2,2.0,,,,,,
294,Chakowby Hicks,G,27,36.0,14.4,4.8,11.7,40.7,1.4,4.3,31.6,3.4,4.7,73.2,6.0,3.9,,,,,,
294,Landy Thompson,G,27,33.3,14.4,4.8,13.1,36.8,2.3,6.7,33.5,2.5,3.7,67.0,3.3,3.6,,,,,,
294,Tony Skinn,G,27,26.2,14.4,4.4,11.0,40.5,1.4,4.2,34.2,4.0,5.3,75.7,2.9,2.2,,,,,,
297,Zabian Dowdell,G,30,32.6,14.4,5.1,11.4,44.9,2.2,5.2,42.3,1.9,2.7,71.2,3.1,2.7,,,,,,
298,Quin Humphrey,G,28,35.6,14.4,5.3,11.8,44.4,1.4,4.0,34.5,2.5,3.4,72.6,5.4,1.8,,,,,,
299,Matt Witt,G,31,33.0,14.4,5.3,13.5,38.8,2.0,6.0,33.3,1.8,2.5,74.0,1.9,6.3,,,,,,
300,Dion Harris,G,31,36.5,14.3,4.9,13.4,36.5,2.2,6.7,33.3,2.3,3.0,75.5,2.8,3.5,,,,,,
301,Thomas Kelati,G-F,28,36.2,14.3,4.8,11.2,43.0,2.9,6.9,42.0,1.8,2.4,75.8,4.3,2.8,,,,,,
301,James Odoms,G,28,29.1,14.3,4.8,12.8,37.8,2.7,7.6,35.8,2.0,2.9,67.1,5.1,1.3,,,,,,
303,Corey Santee,G,35,30.5,14.3,5.1,12.6,40.9,2.2,6.1,35.3,1.9,3.2,57.5,2.9,3.6,,,,,,
304,Scooter McFadgon,G,26,30.2,14.3,4.8,12.3,39.2,1.7,5.2,33.3,3.0,3.6,82.8,4.0,1.9,,,,,,
305,Bruce Brown,C,30,29.1,14.3,5.9,9.0,66.2,0.0,0.0,0.0,2.4,5.3,45.6,6.8,0.6,Yes,42.0,2018.0,,,
306,Matt Bell,G,27,32.7,14.3,4.3,11.1,38.9,1.5,3.9,39.4,4.1,5.1,81.0,3.3,2.1,,,,,,
307,Mike Wilkinson,F,34,31.8,14.3,5.3,10.3,51.3,0.8,2.1,37.0,3.0,4.4,68.2,7.4,1.8,,,,,,
308,Junior Matias,G,25,25.7,14.3,4.2,11.0,38.5,1.8,6.2,29.0,4.0,5.1,78.7,3.6,0.7,,,,,,
309,Andre Heard,G,29,35.6,14.3,4.9,14.0,35.0,1.6,5.6,28.8,2.9,3.9,72.8,4.5,2.6,,,,,,
310,Michael Cuffee,G,31,33.3,14.3,5.1,10.2,49.8,0.6,2.2,29.0,3.4,4.6,73.6,7.4,1.5,,,,,,
311,Brandon Cole,G,28,36.9,14.3,4.9,11.2,43.5,2.6,6.5,39.3,2.0,2.3,85.9,7.0,1.4,,,,,,
312,Drake Diener,G,31,33.2,14.2,4.6,9.9,46.6,2.7,5.9,46.2,2.3,2.5,90.9,2.9,2.8,,,,,,
313,Ron Yates,F,23,30.7,14.2,5.1,10.3,49.2,0.6,1.7,33.3,3.5,5.7,61.5,7.0,2.0,,,,,,
314,Chris Thomas,G,29,37.5,14.2,4.5,13.1,34.6,1.8,5.2,34.4,3.4,3.8,89.1,5.0,6.7,,,,,,
314,Akeem Clark,G,29,34.8,14.2,4.9,12.4,39.4,2.7,7.8,34.2,1.8,2.5,69.9,3.2,2.3,,,,,,
316,Jason McKrieth,G,30,33.2,14.2,5.1,10.6,47.8,1.0,2.6,38.0,3.1,4.2,73.6,5.5,3.6,,,,,,
317,Eric Castro,F,28,34.9,14.2,5.9,10.5,56.3,0.0,0.0,0.0,2.3,4.0,58.0,7.3,1.9,,,,,,
317,Ahmad Smith,G,28,36.3,14.2,5.2,12.7,41.0,1.1,3.7,31.1,2.6,4.4,59.8,6.2,3.5,,,,,,
319,Nicholas King,G-F,29,34.6,14.2,4.5,12.5,35.8,1.8,5.3,32.9,3.4,4.6,75.2,5.0,1.2,,,,,,
320,Simon Conn,C,30,26.3,14.2,5.8,10.0,57.5,0.1,0.7,18.2,2.5,3.6,68.8,7.4,1.2,,,,,,
321,Daniel Gibson,G,31,32.8,14.2,4.2,10.1,41.7,2.4,6.0,39.8,3.3,4.4,75.2,3.6,3.9,Yes,42.0,2006.0,,,
322,Adam Haluska,G,33,30.4,14.2,4.6,9.6,47.8,1.8,4.5,38.9,3.2,3.9,80.8,4.0,1.6,Yes,43.0,2007.0,,,
323,DeMario Anderson,G,27,29.5,14.1,5.1,11.1,46.5,1.5,3.4,43.5,2.4,2.7,88.9,3.9,2.0,,,,,,
323,Brandon Temple,G,27,34.0,14.1,4.8,11.8,40.8,3.0,7.6,39.0,1.6,1.9,80.8,2.9,2.7,,,,,,
325,Alex Loughton,F-C,34,27.8,14.1,5.5,11.0,50.3,0.3,1.0,29.4,2.8,3.6,77.9,8.2,1.6,,,,,,
326,Lucious Wagner,G,28,32.9,14.1,4.8,10.6,45.5,2.1,5.0,41.8,2.4,3.2,74.4,3.7,5.1,,,,,,
326,Rodney Epperson,F,7,30.7,14.1,5.9,12.0,48.8,0.9,3.6,24.0,1.6,1.9,84.6,4.6,0.9,,,,,,
328,Jean Francois,F,30,32.1,14.1,5.6,11.6,47.9,0.0,0.4,0.0,3.0,4.3,69.2,7.8,1.3,,,,,,
329,Chris McCray,G,31,30.8,14.1,4.8,10.5,45.7,1.2,3.9,31.7,3.3,3.6,90.3,4.3,3.2,,,,,,
330,Tamarius Brown,G,26,30.1,14.1,5.3,14.0,38.2,2.1,6.7,30.9,1.3,1.7,77.8,4.3,2.2,,,,,,
331,Brian Fisk,G,28,34.1,14.1,4.9,13.1,37.6,1.7,5.1,33.8,2.5,3.6,71.0,5.4,3.5,,,,,,
332,Luis Ford,G,10,34.9,14.1,5.3,12.0,44.2,1.3,3.7,35.1,2.2,2.4,91.7,4.0,5.6,,,,,,
333,Duane John,G,23,28.2,14.1,4.9,12.2,39.9,1.3,3.7,33.7,3.1,4.8,64.5,5.7,0.7,,,,,,
334,Terrance Chapman,F,27,31.6,14.1,5.0,12.0,41.5,0.2,1.4,15.4,3.9,6.7,57.5,9.4,1.5,,,,,,
335,Devin Green,G,30,32.5,14.1,5.0,10.9,45.6,0.8,2.3,36.8,3.3,4.6,71.7,7.6,2.2,,,,,,
336,Maurice Ager,G,33,26.3,14.1,4.5,9.5,47.6,1.6,4.0,40.2,3.4,4.1,82.2,3.9,1.8,Yes,28.0,2006.0,,,
337,Jeff Horner,G,33,36.6,14.0,4.4,10.9,40.7,2.6,6.4,40.8,2.6,3.3,78.7,4.5,5.5,,,,,,
338,Jackson Atoyebi,F,4,26.5,14.0,4.3,7.5,56.7,0.0,0.0,0.0,5.5,7.3,75.9,3.8,0.5,,,,,,
338,Stephen Sir,G,17,27.2,14.0,4.8,10.3,46.9,3.5,7.5,46.1,0.9,0.9,100.0,3.4,1.5,,,,,,
338,Joey Butler,G,1,19.0,14.0,4.0,8.0,50.0,2.0,2.0,100.0,4.0,5.0,80.0,2.0,0.0,,,,,,
341,Yakhouba Diawara,F,31,31.9,14.0,5.1,11.7,43.1,0.7,2.3,29.2,3.2,5.4,58.7,5.7,1.1,,,,,,
342,Will Gant,G,27,31.3,14.0,4.7,12.4,37.6,2.3,6.1,37.8,2.3,3.0,77.8,4.4,1.8,,,,,,
343,David Teague,G,26,35.4,14.0,4.9,13.7,36.0,2.2,7.1,31.5,1.9,2.7,70.0,5.5,1.2,,,,,,
344,Chuck Davis,F,32,33.0,13.9,4.8,8.5,56.6,0.1,0.5,13.3,4.3,5.4,78.6,6.8,1.8,,,,,,
345,Tim Gainey,F,27,30.1,13.9,4.9,11.7,42.0,2.0,5.1,38.7,2.1,3.0,70.4,5.3,1.8,,,,,,
346,Trey Guidry,G,30,29.8,13.9,4.8,12.7,37.8,1.9,6.2,31.2,2.4,3.0,79.8,3.1,2.1,,,,,,
347,Antonio Haynes,G,31,33.7,13.9,4.4,10.6,41.6,1.6,5.0,32.5,3.4,4.4,77.4,3.5,4.1,,,,,,
348,Deng Gai,F,30,36.0,13.9,5.2,11.0,47.4,0.6,1.9,33.3,2.8,3.8,72.2,8.5,1.3,,,,,,
348,Mike Hall,G-F,30,33.8,13.9,4.8,12.0,40.0,1.8,5.3,34.0,2.5,3.2,77.9,3.5,2.0,,,,,,
350,Tim Begley,G,29,36.1,13.9,4.5,10.7,42.1,2.6,6.8,38.6,2.2,3.1,71.9,5.4,4.8,,,,,,
351,John Gilchrist,G,28,32.2,13.9,4.5,10.6,42.6,1.3,3.4,38.3,3.5,4.7,74.2,5.1,5.5,,,,,,
352,Carlos Dixon,G-F,30,31.3,13.8,5.0,11.2,44.6,1.8,4.4,41.2,2.0,2.6,77.2,4.5,1.8,,,,,,
353,Yaphett King,F,32,31.9,13.8,5.3,12.0,44.2,1.5,4.0,37.5,1.7,2.6,64.3,6.2,1.9,,,,,,
354,Ron Howard,G-F,31,32.5,13.8,4.5,9.8,45.7,1.2,2.9,41.6,3.6,4.9,74.3,4.4,3.7,,,,,,
355,Markus Austin,F,30,31.9,13.8,4.0,9.3,43.5,1.1,3.6,29.4,4.7,6.3,74.5,4.1,2.2,,,,,,
356,Cliffone Ault,G-F,20,31.0,13.8,5.1,15.0,33.7,1.9,6.8,27.4,1.8,2.8,64.3,3.5,1.8,,,,,,
357,Erik Benzel,G,31,35.7,13.7,4.4,9.9,44.5,3.3,7.6,42.8,1.6,2.1,78.5,2.5,2.5,,,,,,
358,Corey Hornsby,F,30,27.5,13.7,5.4,10.2,52.8,1.4,3.4,40.8,1.5,2.0,75.4,4.8,2.4,,,,,,
359,Brendan Plavich,G,29,32.8,13.7,4.3,11.4,37.9,3.9,10.1,38.8,1.2,1.9,61.8,2.7,1.7,,,,,,
360,John Millsap,F,28,28.5,13.7,5.5,11.5,48.1,0.1,0.4,18.2,2.6,4.3,60.5,6.9,1.4,,,,,,
361,Bruce Price,G,31,33.0,13.7,3.7,9.9,37.1,1.9,5.9,32.4,4.5,6.4,69.3,3.4,3.4,,,,,,
362,P.J. Tucker,F,17,29.4,13.7,4.7,8.9,52.6,0.0,0.1,0.0,4.3,6.0,71.6,8.0,2.2,Yes,35.0,2006.0,,,
363,Matt Stehle,F,27,31.1,13.7,4.7,9.4,50.0,0.6,1.5,39.0,3.7,4.9,75.8,8.9,2.6,,,,,,
364,Matt Preston,F,26,30.2,13.7,4.7,10.3,45.1,1.0,2.5,38.5,3.4,4.6,74.2,6.8,2.0,,,,,,
365,Eric Hicks,F,32,31.4,13.7,5.1,9.8,51.9,0.1,0.5,25.0,3.4,5.9,58.5,9.0,0.8,,,,,,
366,Ernest Turner,G,25,31.7,13.7,4.8,12.0,39.7,1.6,4.3,37.4,2.6,3.5,73.6,2.6,2.8,,,,,,
367,Quincy Davis,F-C,28,28.8,13.7,5.5,8.9,61.2,0.2,0.4,50.0,2.6,3.8,68.6,6.1,0.6,,,,,,
368,Brian Hamilton,F,31,33.3,13.7,5.5,10.3,53.8,0.0,0.2,20.0,2.6,4.8,54.7,7.6,1.7,,,,,,
368,Joe Martin,G-F,31,28.7,13.7,5.3,11.3,46.7,0.6,2.1,28.1,2.5,4.9,51.3,7.7,1.0,,,,,,
370,Blake Walker,G-F,27,28.6,13.7,4.8,10.1,47.4,0.3,1.5,19.5,3.7,5.4,69.2,4.7,1.6,,,,,,
